city_id,city_name,country,latitude,longitude,weather_date,temp,humidity,cloudiness,wind_speed
889191,Karoi,ZW,-16.8099,29.6925,04/30/21,            63.64,80,37,1.12
1015776,Bredasdorp,ZA,-34.5322,20.0403,04/30/21,            44.6,87,0,2.3
2074865,Carnarvon,AU,-24.8667,113.6333,04/30/21,            64.4,55,76,10.36
3471451,Arraial do Cabo,BR,-22.9661,-42.0278,04/30/21,            72.64,68,40,3.44
546105,Nikolskoye,RU,59.7035,30.7861,04/30/21,            32.79,75,0,4.47
3389822,Salinópolis,BR,-0.6136,-47.3561,04/30/21,            76.35,87,100,4.88
3883457,Lebu,CL,-37.6167,-73.65,04/30/21,            56.41,90,100,22.79
3354071,Oranjemund,NA,-28.55,16.4333,04/30/21,            54.82,86,0,10.13
2123814,Leningradskiy,RU,69.3833,178.4167,04/30/21,            18.27,92,100,23.94
2630299,Hofn,IS,64.2539,-15.2082,04/30/21,            36.09,75,100,10.58
2120048,Ust-Nera,RU,64.5667,143.2,04/30/21,            36.03,96,97,1.95
2022572,Khatanga,RU,71.9667,102.5,04/30/21,            32.36,90,100,8.16
3445026,Vila Velha,BR,-20.3297,-40.2925,04/30/21,            73.4,73,20,9.22
3405304,Bom Jesus,BR,-9.0744,-44.3586,04/30/21,            78.55,56,96,1.83
3985168,San Patricio,MX,19.2167,-104.7,04/30/21,            80.6,78,20,13.8
3664659,Carauari,BR,-4.8828,-66.8958,04/30/21,            73.06,97,98,1.41
2618795,Klaksvík,FO,62.2266,-6.589,04/30/21,            37.4,81,75,2.3
5380437,Pacific Grove,US,36.6177,-121.9166,04/30/21,            56.88,67,40,12.66
2068655,Katherine,AU,-14.4667,132.2667,04/30/21,            64.4,82,0,4.61
780687,Berlevåg,NO,70.8578,29.0864,04/30/21,            33.91,75,96,25.48
5855927,Hilo,US,19.7297,-155.09,04/30/21,            79.3,54,20,11.5
2012530,Zhigansk,RU,66.7697,123.3711,04/30/21,            30.13,93,100,6.78
3419842,Sisimiut,GL,66.9395,-53.6735,04/30/21,            35.6,79,55,2.62
6324729,Halifax,CA,44.6453,-63.5724,04/30/21,            43.81,93,100,17.27
1215502,Banda Aceh,ID,5.5577,95.3222,04/30/21,            78.39,83,68,6.22
2063036,Port Lincoln,AU,-34.7333,135.8667,04/30/21,            69.39,41,100,15.97
986717,Kruisfontein,ZA,-34.0033,24.7314,04/30/21,            52.65,70,0,6.64
1082243,Ambilobe,MG,-13.2,49.05,04/30/21,            73.31,95,15,2.57
3372707,Ribeira Grande,PT,38.5167,-28.7,04/30/21,            60.19,76,98,9.13
2013406,Vidim,RU,56.4088,103.1106,04/30/21,            33.57,92,42,2.95
580545,Assinovskaya,RU,43.24,45.18,04/30/21,            51.55,93,0,2.24
4032243,Vaini,TO,-21.2,-175.2,04/30/21,            78.8,89,75,12.66
241131,Victoria,SC,-4.6167,55.45,04/30/21,            82.4,83,40,4.61
3831208,Qaanaaq,GL,77.484,-69.3632,04/30/21,            30.87,65,97,6.67
6323121,Florianópolis,BR,-27.6146,-48.5012,04/30/21,            70.81,73,0,4.61
2121385,Severo-Kuril'sk,RU,50.6789,156.125,04/30/21,            35.28,94,100,22.75
3421719,Narsaq,GL,60.9167,-46.05,04/30/21,            51.8,30,8,27.63
2729907,Longyearbyen,SJ,78.2186,15.6401,04/30/21,            12.2,67,75,16.11
4011743,Constitucion,MX,23.9912,-104.6749,04/30/21,            76.51,8,1,24.16
3424607,Tasiilaq,GL,65.6145,-37.6368,04/30/21,            28.4,93,38,2.73
5864145,Homer,US,59.6425,-151.5483,04/30/21,            44.13,40,20,6.91
3355624,Maltahöhe,NA,-24.8333,16.9833,04/30/21,            53.94,31,0,14.41
4764826,Hopewell,US,37.3043,-77.2872,04/30/21,            73.2,25,4,5.01
2122090,Pevek,RU,69.7008,170.3133,04/30/21,            18.73,83,100,15.14
3489440,Morant Bay,JM,17.8815,-76.4093,04/30/21,            82.99,70,40,19.57
2110227,Butaritari,KI,3.0707,172.7902,04/30/21,            83.46,74,74,11.99
2361082,Dori,BF,14.0354,-0.0345,04/30/21,            93.45,15,49,4.41
5563839,Fortuna,US,40.5982,-124.1573,04/30/21,            59.32,88,1,18.41
2094746,Kandrian,PG,-6.2167,149.55,04/30/21,            81.68,79,58,5.53
934322,Mahébourg,MU,-20.4081,57.7,04/30/21,            77,83,40,12.66
3577154,Oranjestad,AW,12.524,-70.027,04/30/21,            81.66,69,20,13.8
866062,Iskateley,RU,67.6803,53.1512,04/30/21,            28.29,81,83,7.07
3598787,Champerico,GT,14.3,-91.9167,04/30/21,            80.91,58,40,4.61
898947,Senanga,ZM,-16.1167,23.2667,04/30/21,            66.49,85,91,4.07
603570,Piteå,SE,65.3172,21.4794,04/30/21,            26.6,80,100,10.36
2253354,Dakar,SN,14.6937,-17.4441,04/30/21,            68,94,23,11.5
5374920,Morro Bay,US,35.3658,-120.8499,04/30/21,            84.13,53,1,18.41
6057856,Liverpool,CA,44.0335,-64.7155,04/30/21,            47.17,93,95,23.02
2647910,Gretna,GB,54.9938,-3.0659,04/30/21,            37.51,79,9,5.73
3386213,Touros,BR,-5.1989,-35.4608,04/30/21,            75.2,94,40,3.44
3848950,La Rioja,AR,-29.4111,-66.8507,04/30/21,            67.21,58,3,4.74
2109528,Buala,SB,-8.145,159.5921,04/30/21,            82.33,74,100,5.97
2015306,Tiksi,RU,71.6872,128.8694,04/30/21,            30.76,85,98,3.96
468063,Yelan',RU,50.949,43.7378,04/30/21,            50.09,88,100,12.48
6101546,Perth,CA,44.9001,-76.2494,04/30/21,            33.8,93,100,14
2449893,Tessalit,ML,20.1986,1.0114,04/30/21,            82.94,31,98,25.75
491019,Sol'-Iletsk,RU,51.1631,54.9918,04/30/21,            47.68,54,94,6.22
5880054,Barrow,US,71.2906,-156.7887,04/30/21,            21.2,79,90,4.61
4021858,Guerrero Negro,MX,27.9769,-114.0611,04/30/21,            83.73,26,0,15.21
3354077,Opuwo,NA,-18.0607,13.84,04/30/21,            69.49,43,95,4.34
6068416,Mayo,CA,63.5927,-135.8998,04/30/21,            50,37,90,2.3
2036033,Liuhe,CN,42.2401,125.7172,04/30/21,            44.49,64,100,3.13
1510689,Baykit,RU,61.67,96.37,04/30/21,            34.12,96,94,3.65
2120591,Tilichiki,RU,60.4667,166.1,04/30/21,            28.06,82,32,8.99
3899695,Ancud,CL,-41.8697,-73.8203,04/30/21,            54.27,100,90,13.8
1637001,Biak,ID,-0.9131,122.8766,04/30/21,            78.73,77,85,2.68
3443061,Chui,UY,-33.6971,-53.4616,04/30/21,            58.95,84,54,7.02
2206894,Hokitika,NZ,-42.7167,170.9667,04/30/21,            57.04,59,4,2.59
1856392,Muroto-misakicho,JP,33.2833,134.15,04/30/21,            53.6,82,75,6.91
2448083,Agadez,NE,19.75,10.25,04/30/21,            84.92,6,0,5.84
3534632,Varadero,CU,23.1536,-81.2514,04/30/21,            86,45,75,11.5
6050066,La Ronge,CA,55.1001,-105.2842,04/30/21,            62.6,31,67,9.22
1181636,Chakwal,PK,32.9334,72.8585,04/30/21,            74.03,47,100,4.25
2088122,Port Moresby,PG,-9.4431,147.1797,04/30/21,            78.8,83,1,3.44
1497210,Novoagansk,RU,61.9449,76.6625,04/30/21,            31.93,96,100,12.5
1816971,Baoding,CN,38.8511,115.4903,04/30/21,            55.27,29,46,6.08
3394023,Natal,BR,-5.795,-35.2094,04/30/21,            77.07,83,40,4.61
1649150,Bengkulu,ID,-3.8004,102.2655,04/30/21,            74.64,88,95,4.94
5866063,Kenai,US,60.5544,-151.2583,04/30/21,            43.88,49,40,6.91
934649,Cap Malheureux,MU,-19.9842,57.6142,04/30/21,            78.01,79,35,7
1684245,Tagusao,PH,9.1924,117.8141,04/30/21,            80.08,74,63,4.68
1260009,Pawai,IN,24.2667,80.1667,04/30/21,            86.04,16,32,5.35
2152667,Portland,AU,-38.3333,141.6,04/30/21,            63.05,50,100,11.95
2988356,Arrondissement de Pau,FR,43.4167,-0.5833,04/30/21,            50,93,90,4.61
3459094,Laguna,BR,-28.4825,-48.7808,04/30/21,            68.27,69,0,12.26
1061412,Mananara,MG,-16.1667,49.7667,04/30/21,            73.92,93,31,5.03
3414079,Olafsvik,IS,64.8945,-23.7142,04/30/21,            33.96,67,63,28.39
6170031,Tuktoyaktuk,CA,69.4541,-133.0374,04/30/21,            21.2,79,20,10.36
3804949,Guasdualito,VE,7.2424,-70.7324,04/30/21,            77,88,100,1.14
4360369,Laurel,US,39.0993,-76.8483,04/30/21,            56.32,54,75,23.02
3372783,Ponta Delgada,PT,37.7333,-25.6667,04/30/21,            55.4,71,20,2.3
2123278,Mil'kovo,RU,54.7167,158.6167,04/30/21,            40.1,82,82,1.34
2276492,Harper,LR,4.375,-7.7169,04/30/21,            80.76,77,99,4.41
1513087,Nurota,UZ,40.5614,65.6886,04/30/21,            59,58,76,16.11
1633419,Padang,ID,-0.9492,100.3543,04/30/21,            75.2,100,40,1.14
1497543,Nizhnevartovsk,RU,60.9344,76.5531,04/30/21,            37.4,87,75,6.71
515805,Oktyabr'skoye,RU,43.0645,44.7417,04/30/21,            51.4,93,60,8.95
2138285,Tadine,NC,-21.55,167.8833,04/30/21,            76.8,70,75,17.6
5955902,Fort Nelson,CA,58.8053,-122.7002,04/30/21,            60.8,25,75,12.66
1651103,Atambua,ID,-9.1061,124.8925,04/30/21,            74.16,86,29,3.91
6316343,Alta Floresta,BR,-9.8756,-56.0861,04/30/21,            72.63,93,87,2.44
2160517,Launceston,AU,-41.45,147.1667,04/30/21,            50.45,93,75,0.4
3386177,Trairi,BR,-3.2778,-39.2689,04/30/21,            75.83,90,56,6.98
3671348,Puerto Rico,CO,1.9142,-75.145,04/30/21,            73.02,95,99,1.43
4529292,Altus,US,34.6381,-99.334,04/30/21,            78.49,24,1,5.75
86049,Jalu,LY,29.0331,21.5482,04/30/21,            85.05,12,0,11.34
2126199,Cherskiy,RU,68.75,161.3,04/30/21,            15.39,84,84,1.39
5861897,Fairbanks,US,64.8378,-147.7164,04/30/21,            34.48,51,90,13.8
3662489,Santa Isabel Rio Negro,BR,-0.4139,-65.0192,04/30/21,            75.87,88,33,1.14
3446295,Torres,BR,-29.3353,-49.7269,04/30/21,            63.81,81,0,7.09
5563397,Eureka,US,40.8021,-124.1637,04/30/21,            57.74,81,100,6.64
2194098,Ahipara,NZ,-35.1667,173.1667,04/30/21,            66,63,68,12.62
3933024,Paramonga,PE,-10.6667,-77.8333,04/30/21,            68.14,84,36,8.57
2208248,Kaitangata,NZ,-46.2817,169.8464,04/30/21,            51.01,70,72,4
3381538,Grand-Santi,GF,4.25,-54.3833,04/30/21,            72.5,98,96,3.51
2297810,Mumford,GH,5.2618,-0.759,04/30/21,            82.85,78,100,7.29
6072350,Merritt,CA,50.1123,-120.7942,04/30/21,            66.4,37,20,17.27
218253,Bondo,CD,3.8146,23.6866,04/30/21,            69.37,96,100,3.24
4031574,Provideniya,RU,64.3833,-173.3,04/30/21,            29.97,63,99,3.98
4156018,Ft. Pierce,US,27.4467,-80.3256,04/30/21,            81.93,69,20,13.8
5849996,Lahaina,US,20.8783,-156.6825,04/30/21,            76.78,83,75,13.8
2436400,Ati,TD,13.2154,18.3353,04/30/21,            84.72,9,1,9.35
3423146,Ilulissat,GL,69.2167,-51.1,04/30/21,            37.4,65,71,3.44
2014833,Tura,RU,64.2833,100.25,04/30/21,            31.68,84,100,5.99
2122104,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,04/30/21,            37.4,87,90,2.24
3896218,Castro,CL,-42.4721,-73.7732,04/30/21,            54.34,100,90,13.8
1106677,Bambous Virieux,MU,-20.3428,57.7575,04/30/21,            77.49,83,40,12.66
3516171,Barra de Tecoanapa,MX,16.5167,-98.75,04/30/21,            84.4,65,3,11.68
6149374,Slave Lake,CA,55.2834,-114.769,04/30/21,            51.8,46,40,11.5
1218612,Murgab,TM,37.4966,61.9714,04/30/21,            68,64,90,6.91
3374083,Bathsheba,BB,13.2167,-59.5167,04/30/21,            78.8,57,20,12.66
2027296,Aykhal,RU,66,111.5,04/30/21,            30.43,95,100,9.8
3984997,San Quintín,MX,30.4833,-115.95,04/30/21,            74.08,47,0,15.05
2411397,Georgetown,SH,-7.9333,-14.4167,04/30/21,            79.59,63,67,12.86
5605242,Rexburg,US,43.826,-111.7897,04/30/21,            79.5,15,1,13.8
3906466,Riberalta,BO,-10.9833,-66.1,04/30/21,            86,58,20,4.61
4026082,Lázaro Cárdenas,MX,17.9583,-102.2,04/30/21,            82.15,64,68,10.31
3981432,Todos Santos,MX,23.45,-110.2167,04/30/21,            70.52,79,0,4
3382226,Camopi,GF,3.1655,-52.3158,04/30/21,            71.94,98,100,2.89
1307741,Myitkyina,MM,25.3833,97.4,04/30/21,            67.37,95,96,1.74
2347209,Bida,NG,9.0833,6.0167,04/30/21,            84.96,53,90,5.17
779683,Hammerfest,NO,70.6634,23.6821,04/30/21,            28.4,69,75,8.05
2444219,Gouré,NE,13.9835,10.2704,04/30/21,            80.69,10,0,6.06
5882953,Aklavik,CA,68.2191,-135.0107,04/30/21,            31.91,69,100,6.91
3448903,São João da Barra,BR,-21.6403,-41.0511,04/30/21,            73.4,68,0,6.91
2250645,Kédougou,SN,12.5579,-12.1743,04/30/21,            98.6,25,0,4
3380290,Sinnamary,GF,5.3833,-52.95,04/30/21,            74.91,95,100,11.01
2022317,Khor,RU,47.8861,134.9464,04/30/21,            40.84,70,28,12.3
777019,Vardø,NO,70.3705,31.1107,04/30/21,            21.2,86,20,4.61
2176639,Batemans Bay,AU,-35.7167,150.1833,04/30/21,            60.71,58,5,2.62
2013229,Vyazemskiy,RU,47.5378,134.7525,04/30/21,            41.63,70,16,10.02
2455216,Kita,ML,13.0349,-9.4895,04/30/21,            93.24,28,90,3.27
3374210,São Filipe,CV,14.8961,-24.4956,04/30/21,            72.75,76,32,11.61
476062,Velikiy Ustyug,RU,60.7644,46.3106,04/30/21,            40.12,99,100,4.72
527321,Mezen',RU,65.8522,44.24,04/30/21,            30.7,94,100,3.29
3383570,Mariënburg,SR,5.8469,-55.0216,04/30/21,            82.02,70,20,9.22
3470137,Belmonte,BR,-15.8631,-38.8828,04/30/21,            71.6,88,75,4.61
1495613,Pankrushikha,RU,53.8319,80.3406,04/30/21,            43.36,56,91,6.96
1687409,San Vicente,PH,15.2955,120.6465,04/30/21,            78.8,83,75,4.61
3361934,Saldanha,ZA,-33.0117,17.9442,04/30/21,            53.6,71,0,8.05
1720223,Callaguip,PH,18.0714,120.4867,04/30/21,            71.6,94,20,2.3
1852357,Shimoda,JP,34.6667,138.95,04/30/21,            63,60,17,1.99
64814,Bandarbeyla,SO,9.4942,50.8122,04/30/21,            82.94,74,92,6.35
6111862,Port Hardy,CA,50.6996,-127.4199,04/30/21,            54.01,71,75,8.05
176758,Kaputa,ZM,-8.4689,29.6619,04/30/21,            67.96,88,99,3.04
5467328,Farmington,US,36.7281,-108.2187,04/30/21,            80.94,11,1,5.75
2127202,Anadyr,RU,64.75,177.4833,04/30/21,            17.6,79,90,2.24
962367,Richards Bay,ZA,-28.783,32.0377,04/30/21,            64.63,82,99,11.77
3356832,Henties Bay,NA,-22.116,14.2845,04/30/21,            57,89,0,1.01
1488272,Ust'-Abakan,RU,53.8525,91.3742,04/30/21,            35.6,80,0,2.24
3407194,Areia Branca,BR,-4.9561,-37.1369,04/30/21,            81.01,75,98,17.85
1529376,Korla,CN,41.7597,86.1469,04/30/21,            67.1,19,0,3.11
2620786,Hanstholm,DK,57.1167,8.6167,04/30/21,            41,58,71,2.71
6185217,Yarmouth,CA,43.8335,-66.1156,04/30/21,            45.37,100,90,18.41
3449711,Santo Amaro da Imperatriz,BR,-27.6881,-48.7786,04/30/21,            70.03,73,0,4.61
3932145,Pisco,PE,-13.7,-76.2167,04/30/21,            67.12,77,0,17.27
1054329,Vangaindrano,MG,-23.35,47.6,04/30/21,            70.25,95,20,4.61
5960603,Geraldton,CA,49.7267,-86.9484,04/30/21,            48.2,25,1,8.05
3840300,Presidencia Roque Sáenz Peña,AR,-26.7852,-60.4388,04/30/21,            64.18,73,0,6.96
2037311,Gannan,CN,47.9147,123.5031,04/30/21,            47.43,59,82,9.24
556268,Ostrovnoy,RU,68.0531,39.5131,04/30/21,            15.19,85,55,6.26
2156643,Mount Gambier,AU,-37.8333,140.7667,04/30/21,            57.2,54,100,9.22
1045114,Inhambane,MZ,-23.865,35.3833,04/30/21,            73.49,75,78,4.52
2963295,Killybegs,IE,54.6333,-8.45,04/30/21,            41.14,74,60,6.89
2392837,Malanville,BJ,11.8685,3.3899,04/30/21,            90.59,24,31,5.75
3833062,Venado Tuerto,AR,-33.7456,-61.9688,04/30/21,            61.5,99,0,5.01
5808079,Redmond,US,47.674,-122.1215,04/30/21,            62.62,67,40,11.5
2446796,Bilma,NE,18.6853,12.9164,04/30/21,            85.48,5,0,6.82
1492499,Shagonar,RU,51.5333,92.8,04/30/21,            43.95,91,100,3.78
